IP,ip_int
36.94.81.243,610161139.0
36.94.95.210,610164690.0
36.99.136.128,610502784.0
36.99.136.129,610502785.0
36.99.136.136,610502792.0
36.99.136.137,610502793.0
36.99.163.156,610509724.0
36.103.211.88,610784088.0
36.103.224.85,610787413.0
36.103.243.144,610792336.0
36.104.222.161,610852513.0
36.106.166.87,610969175.0
36.106.166.137,610969225.0
36.106.166.190,610969278.0
36.106.166.201,610969289.0
36.106.166.253,610969341.0
36.106.167.115,610969459.0
36.106.167.138,610969482.0
36.106.167.148,610969492.0
36.106.167.161,610969505.0
36.108.172.220,611101916.0
36.110.228.254,611247358.0
36.112.30.31,611327519.0
36.112.137.127,611355007.0
36.112.156.46,611359790.0
36.133.57.57,612710713.0
36.133.64.211,612712659.0
36.137.99.125,612983677.0
36.137.192.7,613007367.0
36.137.249.148,613022100.0
36.138.116.248,613053688.0
36.138.193.5,613073157.0
36.138.201.191,613075391.0
36.140.58.65,613169729.0
36.153.0.227,614007011.0
36.154.57.54,614086966.0
36.155.130.6,614171142.0
36.156.22.4,614209028.0
36.225.117.13,618755341.0
36.226.111.10,618819338.0
36.227.61.156,618872220.0
36.235.107.170,619408298.0
36.249.100.47,620323887.0
36.249.250.43,620362283.0
37.0.23.22,620762902.0
37.19.223.117,622059381.0
37.26.3.213,622461909.0
37.32.21.158,622859678.0
37.32.30.55,622861879.0
37.44.238.97,623701601.0
37.44.238.124,623701628.0
37.58.18.216,624562904.0
37.60.227.156,624747420.0
37.60.238.131,624750211.0
37.114.60.137,628243593.0
37.120.148.78,628659278.0
37.139.129.56,629899576.0
37.139.129.215,629899735.0
37.140.107.194,629959618.0
37.148.210.90,630510170.0
37.157.219.254,631102462.0
37.194.206.12,633523724.0
37.200.99.181,633889717.0
37.208.73.245,634407413.0
37.212.50.100,634663524.0
37.221.67.9,635257609.0
37.221.94.56,635264568.0
37.233.12.58,636030010.0
37.235.191.77,636206925.0
38.7.207.12,638045964.0
38.22.104.100,639002724.0
38.25.5.54,639173942.0
38.25.18.189,639177405.0
38.50.156.111,640851055.0
38.54.95.116,641097588.0
38.60.199.114,641517426.0
38.65.152.145,641833105.0
38.76.106.125,642542205.0
38.85.184.157,643152029.0
38.97.116.244,643921140.0
38.110.46.254,644755198.0
38.132.109.106,646212970.0
38.137.248.12,646576140.0
38.159.75.128,647973760.0
38.222.70.31,652101151.0
38.222.78.192,652103360.0
38.242.130.83,653427283.0
39.59.100.245,658203893.0
39.96.48.145,660615313.0
39.99.227.210,660857810.0
39.100.115.124,660894588.0
39.101.140.63,660966463.0
39.103.210.172,661115564.0
39.105.30.5,661200389.0
39.105.35.21,661201685.0
39.105.123.254,661224446.0
39.105.135.18,661227282.0
39.105.202.192,661244608.0
39.106.4.175,661259439.0
39.106.38.67,661268035.0
39.109.113.230,661484006.0
39.109.122.51,661486131.0
39.109.122.213,661486293.0
39.110.54.251,661534459.0
39.126.196.126,662619262.0
39.129.8.131,662767747.0
39.129.15.228,662769636.0
39.129.118.239,662796015.0
39.152.42.191,664283839.0
39.153.252.196,664403140.0
39.173.95.32,665673504.0
39.174.171.96,665758560.0
40.77.167.44,676177708.0
40.77.167.60,676177724.0
40.77.167.68,676177732.0
40.77.167.85,676177749.0
40.77.167.101,676177765.0
40.77.167.143,676177807.0
40.77.167.247,676177911.0
40.94.25.126,677255550.0
40.94.31.126,677257086.0
40.94.35.126,677258110.0
40.118.212.119,678876279.0
41.59.104.97,691759201.0
41.63.167.40,692037416.0
41.72.61.67,692600131.0
41.77.101.243,692938227.0
41.82.133.163,693274019.0
41.82.208.182,693293238.0
41.82.213.42,693294378.0
41.82.213.43,693294379.0
41.111.198.233,695191273.0
41.143.205.66,697290050.0
41.189.178.22,700297750.0
41.202.91.87,701127511.0
41.204.93.114,701259122.0
41.214.134.201,701925065.0
41.220.193.1,702333185.0
41.222.234.59,702474811.0
41.222.249.236,702478828.0
41.223.230.82,702539346.0
41.224.12.238,702549230.0
41.232.231.131,703129475.0
41.237.154.2,703437314.0
41.242.142.196,703762116.0
42.2.112.222,704803038.0
42.51.13.246,707988982.0
42.51.21.126,707990910.0
42.51.22.119,707991159.0
42.51.227.119,708043639.0
42.63.51.56,708784952.0
42.81.132.185,709985465.0
42.92.120.193,710703297.0
42.92.121.84,710703444.0
42.96.46.204,710946508.0
42.97.44.215,711011543.0
42.119.236.38,712502310.0
42.159.80.91,715083867.0
42.192.88.112,717248624.0
42.192.92.229,717249765.0
42.192.114.5,717255173.0
42.192.137.113,717261169.0
42.193.43.57,717302585.0
42.193.43.190,717302718.0
42.193.49.248,717304312.0
42.193.140.169,717327529.0
42.193.148.12,717329420.0
42.193.226.152,717349528.0
42.193.227.2,717349634.0
42.194.211.187,717411259.0
42.200.66.164,717767332.0
42.200.218.97,717806177.0
42.236.74.122,720128634.0
42.238.254.139,720305803.0
42.240.131.249,720405497.0
42.240.136.35,720406563.0
42.240.145.70,720408902.0
42.240.163.14,720413454.0
42.240.168.244,720414964.0
42.248.124.215,720927959.0
43.128.47.170,729821098.0
43.128.68.45,729826349.0
43.128.75.168,729828264.0
43.128.80.138,729829514.0
43.128.81.234,729829866.0
43.128.85.23,729830679.0
43.128.88.27,729831451.0
43.128.88.68,729831492.0
43.128.89.189,729831869.0
43.128.89.192,729831872.0
43.128.101.97,729834849.0
43.128.106.71,729836103.0
43.128.107.195,729836483.0
43.128.108.195,729836739.0
43.128.108.240,729836784.0
43.128.120.74,729839690.0
43.128.228.76,729867340.0
43.128.242.87,729870935.0
43.129.39.141,729884557.0
43.129.40.171,729884843.0
43.129.43.85,729885525.0
43.129.49.202,729887178.0
43.129.50.135,729887367.0
43.129.53.170,729888170.0
43.129.57.32,729889056.0
43.129.97.125,729899389.0
43.129.179.174,729920430.0
43.129.188.201,729922761.0
43.129.212.3,729928707.0
43.129.219.189,729930685.0
43.130.1.138,729940362.0
43.130.11.180,729942964.0
43.130.17.92,729944412.0
43.130.26.185,729946809.0
43.130.37.230,729949670.0
43.130.46.129,729951873.0
43.130.48.136,729952392.0
43.130.59.111,729955183.0
43.130.61.210,729955794.0
43.131.25.199,730012103.0
43.131.34.58,730014266.0
43.131.37.227,730015203.0
43.131.42.47,730016303.0
43.131.60.220,730021084.0
43.131.63.253,730021885.0
43.131.224.68,730062916.0
43.131.242.173,730067629.0
43.131.244.252,730068220.0
43.131.247.244,730068980.0
43.131.251.122,730069882.0
43.131.251.145,730069905.0
43.131.252.170,730070186.0
43.132.182.22,730117654.0
43.132.200.4,730122244.0
43.132.228.64,730129472.0
43.133.36.93,730145885.0
43.133.38.170,730146474.0
43.133.57.89,730151257.0
43.133.59.215,730151895.0
43.133.61.142,730152334.0
43.133.63.131,730152835.0
43.133.64.54,730153014.0
43.133.68.224,730154208.0
43.133.68.232,730154216.0
43.133.69.244,730154484.0
43.133.74.95,730155615.0
43.133.82.136,730157704.0
43.133.102.2,730162690.0
43.133.112.167,730165415.0
43.133.129.69,730169669.0
43.133.129.213,730169813.0
43.133.134.74,730170954.0
43.133.137.167,730171815.0
43.133.139.50,730172210.0
43.133.140.249,730172665.0
43.133.141.109,730172781.0
43.133.145.176,730173872.0
43.133.145.201,730173897.0
43.133.145.230,730173926.0
43.133.146.174,730174126.0
43.133.150.118,730175094.0
43.133.175.138,730181514.0
43.133.232.30,730195998.0
43.133.241.174,730198446.0
43.134.1.222,730202590.0
43.134.15.112,730206064.0
43.134.16.194,730206402.0
43.134.20.231,730207463.0
43.134.23.25,730208025.0
43.134.29.154,730209690.0
43.134.29.242,730209778.0
43.134.32.13,730210317.0
43.134.35.61,730211133.0
43.134.35.89,730211161.0
43.134.41.100,730212708.0
43.134.52.195,730215619.0
43.134.53.167,730215847.0
43.134.58.134,730217094.0
43.134.64.85,730218581.0
43.134.66.16,730219024.0
43.134.70.177,730220209.0
43.134.75.206,730221518.0
43.134.79.95,730222431.0
43.134.80.69,730222661.0
43.134.80.199,730222791.0
43.134.92.11,730225675.0
43.134.94.87,730226263.0
43.134.95.53,730226485.0
43.134.100.51,730227763.0
43.134.103.193,730228673.0
43.134.104.29,730228765.0
43.134.108.110,730229870.0
43.134.112.105,730230889.0
43.134.114.233,730231529.0
43.134.124.74,730233930.0
43.134.129.184,730235320.0
43.134.132.76,730235980.0
43.134.136.188,730237116.0
43.134.170.106,730245738.0
43.134.175.129,730247041.0
43.134.178.163,730247843.0
43.134.180.14,730248206.0
43.134.183.142,730249102.0
43.134.186.17,730249745.0
43.134.187.32,730250016.0
43.134.189.26,730250522.0
43.134.189.40,730250536.0
43.134.193.146,730251666.0
43.134.202.235,730254059.0
43.134.227.133,730260357.0
43.134.230.150,730261142.0
43.134.230.252,730261244.0
43.134.232.58,730261562.0
43.134.232.254,730261758.0
43.134.234.182,730262198.0
43.134.250.248,730266360.0
43.135.53.149,730281365.0
43.135.86.121,730289785.0
43.135.129.168,730300840.0
43.135.145.46,730304814.0
43.135.146.18,730305042.0
43.135.149.200,730305992.0
43.135.160.254,730308862.0
43.135.162.168,730309288.0
43.135.167.15,730310415.0
43.135.172.35,730311715.0
43.135.172.127,730311807.0
43.135.172.223,730311903.0
43.135.184.84,730314836.0
43.136.84.236,730354924.0
43.136.118.68,730363460.0
43.138.13.221,730467805.0
43.138.50.195,730477251.0
43.138.50.202,730477258.0
43.138.51.86,730477398.0
43.138.65.88,730480984.0
43.138.162.252,730505980.0
43.138.171.155,730508187.0
43.138.186.26,730511898.0
43.138.189.111,730512751.0
43.138.202.96,730516064.0
43.139.29.4,730537220.0
43.139.48.66,730542146.0
43.139.113.230,730558950.0
43.139.220.224,730586336.0
43.140.247.17,730658577.0
43.143.233.205,730851789.0
43.152.212.29,731436061.0
43.153.3.93,731448157.0
43.153.5.168,731448744.0
43.153.14.24,731450904.0
43.153.15.117,731451253.0
43.153.15.128,731451264.0
43.153.15.221,731451357.0
43.153.16.13,731451405.0
43.153.16.154,731451546.0
43.153.16.239,731451631.0
43.153.17.152,731451800.0
43.153.21.216,731452888.0
43.153.27.98,731454306.0
43.153.29.10,731454730.0
43.153.32.117,731455605.0
43.153.36.182,731456694.0
43.153.38.127,731457151.0
43.153.38.187,731457211.0
43.153.43.4,731458308.0
43.153.44.189,731458749.0
43.153.45.125,731458941.0
43.153.45.148,731458964.0
43.153.46.251,731459323.0
43.153.55.182,731461558.0
43.153.56.110,731461742.0
43.153.59.34,731462434.0
43.153.59.109,731462509.0
43.153.60.195,731462851.0
43.153.60.228,731462884.0
43.153.62.138,731463306.0
43.153.64.49,731463729.0
43.153.66.189,731464381.0
43.153.67.20,731464468.0
43.153.72.68,731465796.0
43.153.72.103,731465831.0
43.153.74.20,731466260.0
43.153.74.60,731466300.0
43.153.76.43,731466795.0
43.153.77.154,731467162.0
43.153.78.101,731467365.0
43.153.81.253,731468285.0
43.153.84.125,731468925.0
43.153.88.185,731470009.0
43.153.90.246,731470582.0
43.153.95.18,731471634.0
43.153.97.99,731472227.0
43.153.97.102,731472230.0
43.153.97.143,731472271.0
43.153.101.4,731473156.0
43.153.103.69,731473733.0
43.153.107.133,731474821.0
43.153.109.173,731475373.0
43.153.109.215,731475415.0
43.153.110.61,731475517.0
43.153.110.71,731475527.0
43.153.111.82,731475794.0
43.153.168.2,731490306.0
43.153.185.216,731494872.0
43.153.192.182,731496630.0
43.153.194.107,731497067.0
43.153.195.114,731497330.0
43.153.196.72,731497544.0
43.153.199.32,731498272.0
43.153.202.243,731499251.0
43.153.207.95,731500383.0
43.153.210.18,731501074.0
43.153.210.238,731501294.0
43.153.211.223,731501535.0
43.153.213.112,731501936.0
43.153.214.116,731502196.0
43.153.215.85,731502421.0
43.153.215.191,731502527.0
43.153.216.221,731502813.0
43.153.219.239,731503599.0
43.153.222.129,731504257.0
43.153.223.179,731504563.0
43.153.229.95,731506015.0
43.154.35.81,731521873.0
43.154.51.175,731526063.0
43.154.134.119,731547255.0
43.154.183.72,731559752.0
43.154.189.227,731561443.0
43.154.207.124,731565948.0
43.154.208.28,731566108.0
43.154.211.73,731566921.0
43.154.223.168,731570088.0
43.155.132.16,731612176.0
43.155.134.35,731612707.0
43.155.144.147,731615379.0
43.155.153.33,731617569.0
43.155.155.143,731618191.0
43.155.169.126,731621758.0
43.155.175.9,731623177.0
43.155.179.220,731624412.0
43.155.180.131,731624579.0
43.155.184.159,731625631.0
43.155.186.56,731626040.0
43.156.0.112,731644016.0
43.156.6.3,731645443.0
43.156.8.91,731646043.0
43.156.8.244,731646196.0
43.156.9.187,731646395.0
43.156.14.31,731647519.0
43.156.14.158,731647646.0
43.156.16.109,731648109.0
43.156.16.237,731648237.0
43.156.18.205,731648717.0
43.156.27.229,731651045.0
43.156.29.177,731651505.0
43.156.33.44,731652396.0
43.156.33.52,731652404.0
43.156.33.78,731652430.0
43.156.33.129,731652481.0
43.156.38.16,731653648.0
43.156.42.38,731654694.0
43.156.42.52,731654708.0
43.156.44.115,731655283.0
43.156.46.179,731655859.0
43.156.49.75,731656523.0
43.156.68.36,731661348.0
43.156.68.233,731661545.0
43.156.77.105,731663721.0
43.156.101.55,731669815.0
43.156.101.56,731669816.0
43.156.105.131,731670915.0
43.156.107.139,731671435.0
43.156.109.253,731672061.0
43.156.112.49,731672625.0
43.156.128.13,731676685.0
43.156.131.91,731677531.0
43.156.134.140,731678348.0
43.156.200.169,731695273.0
43.156.208.217,731697369.0
43.156.216.43,731699243.0
43.156.227.146,731702162.0
43.156.228.30,731702302.0
43.156.232.209,731703505.0
43.156.236.44,731704364.0
43.156.238.11,731704843.0
43.156.239.137,731705225.0
43.156.243.235,731706347.0
43.157.9.49,731711793.0
43.157.27.136,731716488.0
43.157.29.245,731717109.0
43.157.31.38,731717414.0
43.157.39.98,731719522.0
43.157.46.187,731721403.0
43.157.54.73,731723337.0
43.157.57.75,731724107.0
43.157.59.127,731724671.0
43.157.61.211,731725267.0
43.157.63.14,731725582.0
43.157.64.235,731726059.0
43.157.79.165,731729829.0
43.157.82.72,731730504.0
43.157.99.173,731734957.0
43.157.103.65,731735873.0
43.157.198.99,731760227.0
43.157.198.106,731760234.0
43.157.198.205,731760333.0
43.158.218.124,731830908.0
43.159.32.216,731848920.0
43.159.35.111,731849583.0
43.159.51.114,731853682.0
43.159.56.117,731854965.0
43.159.129.205,731873741.0
43.159.135.77,731875149.0
43.159.135.103,731875175.0
43.159.139.131,731876227.0
43.159.200.220,731891932.0
43.163.197.146,732153234.0
43.163.198.125,732153469.0
43.163.219.230,732158950.0
43.163.223.185,732159929.0
43.163.234.52,732162612.0
43.225.141.138,736202122.0
43.226.34.233,736240361.0
43.230.67.235,736510955.0
43.239.110.197,737111749.0
43.239.196.103,737133671.0
43.241.57.179,737229235.0
43.242.212.74,737334346.0
43.243.136.202,737380554.0
43.247.4.24,737608728.0
43.248.58.12,737688076.0
43.248.138.169,737708713.0
43.248.139.2,737708802.0
43.250.252.161,737868961.0
43.254.125.252,738098684.0
43.254.158.179,738107059.0
43.254.158.185,738107065.0
44.204.0.87,751566935.0
44.220.185.95,752662879.0
44.220.185.227,752663011.0
44.226.33.152,753017240.0
45.5.159.36,755343140.0
45.6.101.26,755393818.0
45.7.33.29,755441949.0
45.7.230.91,755492443.0
45.13.119.81,755857233.0
45.13.226.57,755884601.0
45.13.226.59,755884603.0
45.14.226.132,755950212.0
45.15.158.60,755998268.0
45.15.159.48,755998512.0
45.25.158.185,756653753.0
45.33.7.4,757139204.0
45.33.34.200,757146312.0
45.33.45.75,757149003.0
45.33.47.155,757149595.0
45.33.56.32,757151776.0
45.33.56.201,757151945.0
45.33.59.35,757152547.0
45.33.59.172,757152684.0
45.33.59.197,757152709.0
45.33.60.6,757152774.0
45.33.63.173,757153709.0
45.33.70.51,757155379.0
45.33.80.243,757158131.0
45.33.83.233,757158889.0
45.33.86.27,757159451.0
45.33.86.34,757159458.0
45.33.88.248,757160184.0
45.33.91.183,757160887.0
45.33.93.110,757161326.0
45.33.93.146,757161362.0
45.33.94.62,757161534.0
45.33.94.72,757161544.0
45.33.94.243,757161715.0
45.33.95.20,757161748.0
45.33.95.64,757161792.0
45.33.96.53,757162037.0
45.33.97.190,757162430.0
45.33.97.204,757162444.0
45.33.98.15,757162511.0
45.33.112.232,757166312.0
45.33.115.15,757166863.0
45.33.120.108,757168236.0
45.33.127.243,757170163.0
45.41.241.26,757723418.0
45.41.241.29,757723421.0
45.43.33.218,757801434.0
45.43.63.219,757809115.0
45.43.97.168,757817768.0
45.55.0.6,758579206.0
45.55.0.9,758579209.0
45.55.0.31,758579231.0
45.55.0.36,758579236.0
45.55.0.38,758579238.0
45.55.0.39,758579239.0
45.55.0.40,758579240.0
45.55.0.41,758579241.0
45.55.0.42,758579242.0
45.55.48.56,758591544.0
45.55.66.141,758596237.0
45.55.130.110,758612590.0
45.55.136.205,758614221.0
45.56.77.156,758664604.0
45.56.81.63,758665535.0
45.56.96.21,758669333.0
45.56.96.73,758669385.0
45.56.96.104,758669416.0
45.56.96.248,758669560.0
45.56.98.158,758669982.0
45.56.98.250,758670074.0
45.56.101.11,758670603.0
45.56.102.36,758670884.0
45.56.102.42,758670890.0
45.56.103.253,758671357.0
45.56.104.215,758671575.0
45.56.108.193,758672577.0
45.56.110.32,758672928.0
45.56.110.33,758672929.0
45.56.116.202,758674634.0
45.56.124.144,758676624.0
45.64.89.66,759191874.0
45.64.96.123,759193723.0
45.64.134.75,759203403.0
45.76.147.236,759993324.0
45.77.103.202,760047562.0
45.79.0.108,760152172.0
45.79.14.14,760155662.0
45.79.20.66,760157250.0
45.79.20.162,760157346.0
45.79.21.149,760157589.0
45.79.22.19,760157715.0
45.79.28.98,760159330.0
45.79.46.6,760163846.0
45.79.54.6,760165894.0
45.79.54.201,760166089.0
45.79.85.35,760173859.0
45.79.92.218,760175834.0
45.79.94.5,760176133.0
45.79.94.6,760176134.0
45.79.98.246,760177398.0
45.79.98.252,760177404.0
45.79.104.47,760178735.0
45.79.109.4,760179972.0
45.79.114.77,760181325.0
45.79.114.114,760181362.0
45.79.114.154,760181402.0
45.79.114.218,760181466.0
45.79.114.248,760181496.0
45.79.124.44,760183852.0
45.79.124.109,760183917.0
45.79.128.205,760185037.0
45.79.130.8,760185352.0
45.79.131.92,760185692.0
45.79.137.140,760187276.0
45.79.138.129,760187521.0
45.79.138.155,760187547.0
45.79.140.115,760188019.0
45.79.141.23,760188183.0
45.79.141.116,760188276.0
45.79.142.215,760188631.0
45.79.143.76,760188748.0
45.79.144.172,760189100.0
45.79.144.216,760189144.0
45.79.145.51,760189235.0
45.79.147.185,760189881.0
45.79.147.195,760189891.0
45.79.149.160,760190368.0
45.79.150.229,760190693.0
45.79.152.64,760191040.0
45.79.152.127,760191103.0
45.79.152.129,760191105.0
45.79.152.165,760191141.0
45.79.152.171,760191147.0
45.79.153.72,760191304.0
45.79.156.16,760192016.0
45.79.156.87,760192087.0
45.79.158.51,760192563.0
45.79.163.53,760193845.0
45.79.163.71,760193863.0
45.79.163.168,760193960.0
45.79.167.11,760194827.0
45.79.168.74,760195146.0
45.79.168.108,760195180.0
45.79.168.172,760195244.0
45.79.169.91,760195419.0
45.79.172.21,760196117.0
45.79.178.94,760197726.0
45.79.181.94,760198494.0
45.79.181.104,760198504.0
45.79.181.171,760198571.0
45.79.181.179,760198579.0
45.79.181.223,760198623.0
45.79.181.251,760198651.0
45.79.183.161,760199073.0
45.79.185.34,760199458.0
45.79.186.176,760199856.0
45.79.187.116,760200052.0
45.79.190.83,760200787.0
45.79.190.116,760200820.0
45.79.192.74,760201290.0
45.79.216.68,760207428.0
45.81.34.165,760292005.0
45.81.34.168,760292008.0
45.81.34.174,760292014.0
45.81.34.180,760292020.0
45.81.34.188,760292028.0
45.83.29.82,760421714.0
45.83.64.98,760430690.0
45.83.64.203,760430795.0
45.83.64.241,760430833.0
45.83.64.242,760430834.0
45.83.65.108,760430956.0
45.83.65.113,760430961.0
45.83.65.226,760431074.0
45.83.66.137,760431241.0
45.83.66.165,760431269.0
45.86.86.176,760633008.0
45.88.90.55,760764983.0
45.88.90.152,760765080.0
45.88.90.196,760765124.0
45.89.20.50,760812594.0
45.91.171.169,760982441.0
45.92.192.18,761053202.0
45.93.16.194,761073858.0
45.93.20.118,761074806.0
45.93.250.63,761133631.0
45.94.4.157,761136285.0
45.95.146.33,761238049.0
45.95.146.115,761238131.0
45.95.147.198,761238470.0
45.95.147.236,761238508.0
45.117.64.242,762659058.0
45.117.166.66,762684994.0
45.117.177.12,762687756.0
45.118.145.213,762745301.0
45.119.80.3,762793987.0
45.119.80.94,762794078.0
45.119.81.249,762794489.0
45.119.85.88,762795352.0
45.125.65.37,763183397.0
45.125.66.19,763183635.0
45.125.66.28,763183644.0
45.128.96.200,763388104.0
45.128.232.15,763422735.0
45.128.232.62,763422782.0
45.128.232.71,763422791.0
45.128.232.165,763422885.0
45.128.232.171,763422891.0
45.128.232.174,763422894.0
45.128.232.191,763422911.0
45.128.232.196,763422916.0
45.128.232.199,763422919.0
45.128.232.210,763422930.0
45.128.232.226,763422946.0
45.128.232.227,763422947.0
45.128.232.228,763422948.0
45.128.232.232,763422952.0
45.128.232.235,763422955.0
45.129.14.51,763432499.0
45.129.14.126,763432574.0
45.129.14.127,763432575.0
45.129.14.149,763432597.0
45.129.14.224,763432672.0
45.131.66.4,763576836.0
45.131.193.43,763609387.0
45.131.193.216,763609560.0
45.131.195.236,763610092.0
